"DrawRank";"WinnerStatus";"EntryId";"PublicXUsername";"PublicTelegramUsername";"WalletMasked";"PublicStatus";"DrawInput";"RandomScore"
"172";"WINNER";"269";"@chloemilya";"@chloemilya";"0xa7b1...6a40";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|269|@chloemilya|@chloemilya|0xa7b1...6a40";"87d755050ed312ab98ddf7f168273a4aa8602ebb2b917cf129a8c80c0977c68c"
"173";"WINNER";"247";"@snita9304";"@sirenmalikaa";"0x9a6f...a1bb";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|247|@snita9304|@sirenmalikaa|0x9a6f...a1bb";"87dca9664996dec0f81228b8360a0fa2cba408c342a0baa1786307b50bb9ac3c"
"174";"WINNER";"176";"@meongpan";"@pandameong";"0x92d3...b2e7";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|176|@meongpan|@pandameong|0x92d3...b2e7";"8837f7dce4903478a53dc015bce73b775a861ab0ecfaf1746e35309a22d4e72c"
"175";"WINNER";"282";"@markus_avdeev";"@specials_person";"0x649d...887e";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|282|@markus_avdeev|@specials_person|0x649d...887e";"889d223e9cbe305c7896e995160451f2760e2afdefd93f7818bb55f8fed77c49"
"176";"WINNER";"195";"@ychanamy";"@navmycha";"0xfcc5...4337";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|195|@ychanamy|@navmycha|0xfcc5...4337";"88c3ceff568d4a0ef08b83e05b863790db4080bfa79256afe61af3528b791874"
"177";"WINNER";"147";"@elijah_nwo83661";"@bigeli45";"0x69b6...36cd";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|147|@elijah_nwo83661|@bigeli45|0x69b6...36cd";"89374e4558071b9f66e986d9e7fb99238a2e25f026fb3c47f91f24f99548a527"
"178";"WINNER";"26";"@kadakawacil";"@kadakawacil";"0x3b2f...b4d0";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|26|@kadakawacil|@kadakawacil|0x3b2f...b4d0";"894349da620562352807ac2984ecb19da6f87298c8468934917a3b36e109606e"
"179";"WINNER";"138";"@dreadedgee9";"@merryluca";"0x7ca5...8d37";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|138|@dreadedgee9|@merryluca|0x7ca5...8d37";"89909ecfe9ca3033df23d85cd5ca86840d2ce3fc80044f69c558b4c67cdc5d64"
"180";"WINNER";"115";"@apes_maniac";"@b1gb0s";"0x5253...8bce";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|115|@apes_maniac|@b1gb0s|0x5253...8bce";"89aaba5247d258e269a88fd41500321ba99a8d02f285ddb34211c8080d73ac3d"
"181";"WINNER";"316";"@agiel_0x";"@seania_13";"0x628f...4e4d";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|316|@agiel_0x|@seania_13|0x628f...4e4d";"89d96ef95d518a9c6447baa01a4e401680eace82adc5ba48e5a8c614c643cb06"
"182";"WINNER";"302";"@adit004003";"@edi004";"0x6e3f...cd39";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|302|@adit004003|@edi004|0x6e3f...cd39";"8ade03d15d4f91eb0be5300d21915d25f05744f1c8cb433103c9fde08cb10937"
"183";"WINNER";"183";"@diandrranur";"@nurdiandragustian";"0xd0b9...1269";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|183|@diandrranur|@nurdiandragustian|0xd0b9...1269";"8b06c65c072e4e68de82d91e2243cdceb06356f16a86fd762a25f8cfa2c37fde"
"184";"WINNER";"224";"@duattaies";"@funcheal";"0xb8cf...da72";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|224|@duattaies|@funcheal|0xb8cf...da72";"8b24accadbc3a5bacfa8494dedd6227862baa246858790ce3cec53f24784c7c6"
"185";"WINNER";"59";"@cloveword";"@kiemore";"0xa034...4443";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|59|@cloveword|@kiemore|0xa034...4443";"8b8004261b3a0eac2d1562c8dc06ba49be7413fee2d95221e7f24ebd534b98ff"
"186";"WINNER";"303";"@johndavids41353";"@raider_210";"0x07be...ef0a";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|303|@johndavids41353|@raider_210|0x07be...ef0a";"8c653c97707fcfe07ca8bc7958a7d89ddcbf2ef1afc0083c6e1d771c162d1957"
"187";"WINNER";"118";"@ayubamartins1";"@mart218";"0xee94...3802";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|118|@ayubamartins1|@mart218|0xee94...3802";"8cacf25055b053ab5c706efd7d6cd278ebacf4e74bb48f87854d20ea4ac00950"
"188";"WINNER";"152";"@yuyithaperezmap";"@zzaunteee";"0xc539...d5e8";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|152|@yuyithaperezmap|@zzaunteee|0xc539...d5e8";"8df0abb2feaa09c84b620fc04f052be498b982524d1f49a940706b08ed3a24f3"
"189";"WINNER";"161";"@nagasalakat";"@salaknaga";"0x1bfe...45b0";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|161|@nagasalakat|@salaknaga|0x1bfe...45b0";"8e31f14b77d663f245754d2e5461b83738c6b46291dd7d811c7b5350899319b7"
"190";"WINNER";"268";"@elianagrace8758";"@elianagrace8758";"0x405b...ec2d";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|268|@elianagrace8758|@elianagrace8758|0x405b...ec2d";"90e30b9bd22c910b2785638aedc60dfcd80a4b5dcc393f4bcea4ca644d68b25c"
"191";"WINNER";"206";"@unggniss";"@nismangga";"0x7493...6651";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|206|@unggniss|@nismangga|0x7493...6651";"91312330390c63ea17e6db4add76e01d7ab60a678dd1df121c767301a465db9d"
"192";"WINNER";"209";"@aircastervs";"@gitgwei";"0x888f...f05f";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|209|@aircastervs|@gitgwei|0x888f...f05f";"93e5a712c303ea3fd952c78264a304b57169f3a51cd1402d60a642a749fd7df8"
"193";"WINNER";"256";"@walking7981";"@fuadharun888";"0x1090...34b7";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|256|@walking7981|@fuadharun888|0x1090...34b7";"947b942e3aae6858e96080e4cdce45b6bd9aab2387fa4d87d9c68ca8350ea2f4"
"194";"WINNER";"270";"@clairestefany1";"@clairestefany";"0x671b...e913";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|270|@clairestefany1|@clairestefany|0x671b...e913";"955984ebfd615411913ec73578623b8cea335fc2cda059baf691afd1b63f22c6"
"195";"WINNER";"91";"@zaunt4";"@obehana";"0x2608...8099";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|91|@zaunt4|@obehana|0x2608...8099";"95b980be9773afce9f81515ab85af28cd65e068fc58e709a2b5a06ae43a7bac9"
"196";"WINNER";"237";"@radzshinwoo";"@radzshinwoo";"0x0600...60cc";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|237|@radzshinwoo|@radzshinwoo|0x0600...60cc";"96af91e7d8591b0b7cd8b66e9fb4af9a5482b98fd0add8ed34f66647db83e3f5"
"197";"WINNER";"1";"@natsu4810";"@jveranda";"0x5e17...3bec";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|1|@natsu4810|@jveranda|0x5e17...3bec";"9756cbd1ad4f24b7f5940228cdc63317923013b3ff1d660124f8d7e8a47d285c"
"198";"WINNER";"28";"@zaii_xbt";"@zackxc80";"0x3dc5...698a";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|28|@zaii_xbt|@zackxc80|0x3dc5...698a";"97937c9da9f693edd220b4387026e615d45470e70dcbc2b23701500699cabf55"
"199";"WINNER";"194";"@johnsmithhu6t";"@dedbad200";"0x4728...a22c";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|194|@johnsmithhu6t|@dedbad200|0x4728...a22c";"97aa20db7d7bd89309927b9405bb716c9bf80fc4ba3e2d00bc07b86af91c2115"
"200";"WINNER";"192";"@lashawnhauben97";"@rizq1707";"0x68c4...525f";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|192|@lashawnhauben97|@rizq1707|0x68c4...525f";"97b4daba888283ca3b9a3b1df9bd2b0e7c902c24ce3166b3d75e6b0ebfdf8be2"
"201";"NOT_WINNER";"250";"@shenitaaulia";"@shenitaaulia";"0x8827...4bd8";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|250|@shenitaaulia|@shenitaaulia|0x8827...4bd8";"97ba713d9a86528273b06b58b6b55fbcd0da98abd8b403ae1bd7d754e18785dc"
"202";"NOT_WINNER";"288";"@pacerxbt";"@jayjaygee_17";"0x2937...03e7";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|288|@pacerxbt|@jayjaygee_17|0x2937...03e7";"991274c9fd0ecd86d5d1e4a81636bbfeccdb03542bbf163cb44faa9a714a14d2"
"203";"NOT_WINNER";"214";"@gtqqyanii";"@ikanbila";"0xa6b5...1900";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|214|@gtqqyanii|@ikanbila|0xa6b5...1900";"9921437ba72af873b8c11611d90a3e0a9370c16ab7b034a2f1e49628a864afd0"
"204";"NOT_WINNER";"173";"@indrayantinv";"@rahmafin";"0x96d1...09d2";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|173|@indrayantinv|@rahmafin|0x96d1...09d2";"997f36eb8e34db14352550789b519f29953f12e232345b26db86e0d1d5812039"
"205";"NOT_WINNER";"163";"@tarakeia36";"@keitharasatu";"0x6cb3...ae97";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|163|@tarakeia36|@keitharasatu|0x6cb3...ae97";"9a07411f0570889e03cf6b61e359ef3edf7c89aff2e94845e76f90d997166c29"
"206";"NOT_WINNER";"338";"@meysamcz";"@me22822";"0xa3e1...c479";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|338|@meysamcz|@me22822|0xa3e1...c479";"9ab59cfc3ee617e1f2e27ab289d5667f50c8fdf6675c374b055142970f25ce9d"
"207";"NOT_WINNER";"156";"@caytrudiennhat";"@tosudatma";"0xf2bf...ea13";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|156|@caytrudiennhat|@tosudatma|0xf2bf...ea13";"9b60be8be31fbd59511bc785b519bf20d03ebd98cc20c5b1e3de5f4d2d135b0c"
"208";"NOT_WINNER";"221";"@bhellwouyx";"@whoubhel";"0x2ef1...fb0d";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|221|@bhellwouyx|@whoubhel|0x2ef1...fb0d";"9ca699c5d2645687999379c7698592b0ad9701e46b4263b7acf4a6f358264a12"
"209";"NOT_WINNER";"93";"@uangdroid2805";"@uangdroid98";"0x92f9...b83b";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|93|@uangdroid2805|@uangdroid98|0x92f9...b83b";"9cdbfbfa98f05ad8acfa4b2e2fbdbd292a6edb83f05b6d8796df9cab0a808c59"
"210";"NOT_WINNER";"106";"@cam_pierce14";"@kitttyyyong";"0x923a...f3ea";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|106|@cam_pierce14|@kitttyyyong|0x923a...f3ea";"9d0a5f9d1dedd9e2e435d49a3541fb9c0db29952a85c83bbed0209895a3f4c01"
"211";"NOT_WINNER";"313";"@kememb85712";"@jfxxx13";"0xe53a...adad";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|313|@kememb85712|@jfxxx13|0xe53a...adad";"9dcb322b56431c9680931cefa90a2886f990159c717924742fab23b9b19c4a02"
"212";"NOT_WINNER";"300";"@fahmiikball";"@manusiasawit";"0x1dae...02e7";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|300|@fahmiikball|@manusiasawit|0x1dae...02e7";"9dd7619f1ed9c8c593bb6091f7862d4d29fa6cc5c07078b1ee17c3e268410f6e"
"213";"NOT_WINNER";"46";"@ozaneth";"@ozan_eth";"0xfaee...6ebe";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|46|@ozaneth|@ozan_eth|0xfaee...6ebe";"9e33d7f1cb38bdd80dbbaa51df90d9dd78967392327bdee522c55cf4a265760c"
"214";"NOT_WINNER";"337";"@mima000177";"@unfinishedday";"0x18ac...3b7d";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|337|@mima000177|@unfinishedday|0x18ac...3b7d";"9e67552ac68845e557d52fd9238a5f2ecb61ff96ef22e8c375c9ee81caff3d4e"
"215";"NOT_WINNER";"345";"@imrankhan252308";"@hmikg";"0x3122...f2de";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|345|@imrankhan252308|@hmikg|0x3122...f2de";"9f71dd57c8cf1b199930840a62c12a96b1567a44e5f31da4c04df1fbad659ec2"
"216";"NOT_WINNER";"252";"@septianana18";"@septian4na";"0xafb1...53eb";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|252|@septianana18|@septian4na|0xafb1...53eb";"9fbe1baeb782ce4b3807c50296fed98be44bbbd509b52afa341296c5541c67b2"
"217";"NOT_WINNER";"33";"@clarissarainart";"@clarissarainart";"0x6a8e...81ce";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|33|@clarissarainart|@clarissarainart|0x6a8e...81ce";"a09ca715fabad26d2bc3e5ef697beda8c4d7059672ddee5ed7ed2e0cbc702605"
"218";"NOT_WINNER";"199";"@fyucchaa";"@mviyucha";"0xcac0...c831";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|199|@fyucchaa|@mviyucha|0xcac0...c831";"a1232b99875bbcd17bf22cc4290d56e0081570f02b10803ec1f57072e6d7f344"
"219";"NOT_WINNER";"145";"@cannadyjas2";"@faithfulfull";"0x385a...5f76";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|145|@cannadyjas2|@faithfulfull|0x385a...5f76";"a15a0b3a5d691db1f90431cd2ec5a69d28bf5d91749a8d1c2b3ad9192f56df91"
"220";"NOT_WINNER";"170";"@jamiala13";"@jamalajedah";"0x8651...38cf";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|170|@jamiala13|@jamalajedah|0x8651...38cf";"a3bf0b11e0f485fe4526dd1d49e722f51d884f76235dae5a3d280dbd9c368d97"
"221";"NOT_WINNER";"278";"@rukeshsambath";"@maximustargaryen";"0xd3ae...0cb9";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|278|@rukeshsambath|@maximustargaryen|0xd3ae...0cb9";"a3d303d492d198384e1d1dc264a9d536e9049fe7476601ed0e253768e8d7285b"
"222";"NOT_WINNER";"324";"@x919919x";"@xdotter";"0x11b9...8a10";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|324|@x919919x|@xdotter|0x11b9...8a10";"a50ed573fb4e0c1d85226de8d648e768f20798589324722f8ddca15804683dc6"
"223";"NOT_WINNER";"299";"@tomhanks_fan1";"@ssarmady";"0x4e62...f282";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|299|@tomhanks_fan1|@ssarmady|0x4e62...f282";"a53040ad0de39300bb1060db75317cc5c34b4c6773ad2d3948b8dbf8e9c5dbbf"
"224";"NOT_WINNER";"53";"@hernik22";"@nanikhera";"0xf272...0b57";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|53|@hernik22|@nanikhera|0xf272...0b57";"a56d9550c2e4f85953d39285edfcea18456f3a307096efdcc08b608746605a45"
"225";"NOT_WINNER";"128";"@kholil_lathif";"@kholillathif";"0x2fda...870b";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|128|@kholil_lathif|@kholillathif|0x2fda...870b";"a58277f56b89a80a8d2baa9f1e28e57a180c52ccdd5f7212356f7769bd9805a3"
"226";"NOT_WINNER";"98";"@avetetsu_14";"@animecryptoo";"0xc3a8...29cf";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|98|@avetetsu_14|@animecryptoo|0xc3a8...29cf";"a5dadd815a74147b8a4ab57b8cb64a94c1be0a1b32f51eae0d024fa0e0e5fec2"
"227";"NOT_WINNER";"60";"@cryptofarmaar";"@cryptofarmar";"0x2609...35c3";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|60|@cryptofarmaar|@cryptofarmar|0x2609...35c3";"a64284418e8f98b4c39c4b8c5fb6b3293debd3f654e9404e1ec44fe1400d3e6a"
"228";"NOT_WINNER";"64";"@amandasher84070";"@catonbag";"0xbd39...3f25";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|64|@amandasher84070|@catonbag|0xbd39...3f25";"a7d5bd39fcabb0bab607dad2eb9052ba13f3fe85ba4ab7002e9110338766706f"
"229";"NOT_WINNER";"133";"@keralove144349";"@sengkugod9";"0x67b9...7512";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|133|@keralove144349|@sengkugod9|0x67b9...7512";"a805521489d87171dfe61b1515e88c045c3d6ef8eba3c4e2ae8b1fad9cd05455"
"230";"NOT_WINNER";"248";"@oxsair";"@gwgatauu";"0xff3a...c209";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|248|@oxsair|@gwgatauu|0xff3a...c209";"a83e9f7d9017aae355c33393bc48b08bca8347eae9b1f908e66e6675b06dfecb"
"231";"NOT_WINNER";"24";"@kyra_vyasti";"@kyra_vyasti";"0xa2e6...c26f";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|24|@kyra_vyasti|@kyra_vyasti|0xa2e6...c26f";"a8f03ab06ce9fbf3903bc1b59af652e269c645645cb08feef99c2b5e66628ab8"
"232";"NOT_WINNER";"196";"@qiyyanii";"@nalitaaqiyani";"0xbe8b...5b57";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|196|@qiyyanii|@nalitaaqiyani|0xbe8b...5b57";"a9ec692c34ab8c6926f3f5a80b31603d7ab8fde41e3d0dc7c4ceb1167e88b557"
"233";"NOT_WINNER";"309";"@abd37186";"@rohmanalhawasy";"0x187e...501a";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|309|@abd37186|@rohmanalhawasy|0x187e...501a";"ab88e9b81be637689a4142ca5648bec036b615085bd9d4c84e60466e218f69c4"
"234";"NOT_WINNER";"8";"@banitdongs";"@abiyy01";"0x1b72...d231";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|8|@banitdongs|@abiyy01|0x1b72...d231";"ab8e0dbe2d5f8d1868dc27d43bee7bbe7eec6dbbc399a9c0e2b04ea6dfbb4c80"
"235";"NOT_WINNER";"109";"@perolas776";"@ldong9";"0x129f...384a";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|109|@perolas776|@ldong9|0x129f...384a";"abea30aeb6a64eebe4662f10f72197d060a02a80f26461fdc5c24dee33a22911"
"236";"NOT_WINNER";"314";"@arjunaishida091";"@baginda09";"0x573b...59ff";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|314|@arjunaishida091|@baginda09|0x573b...59ff";"ac665f5caaf4208983a97bfedf00f0376e81d6206db82620360324d4ebf89b67"
"237";"NOT_WINNER";"218";"@airesyerralg";"@yeraaires";"0x2325...4053";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|218|@airesyerralg|@yeraaires|0x2325...4053";"ac7cdea31ed496c0d96435be24fb421b96b3e62d589fc936c14adba0d4f37a80"
"238";"NOT_WINNER";"6";"@pgelaut";"@lamneoiy";"0xc5c7...9711";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|6|@pgelaut|@lamneoiy|0xc5c7...9711";"ad411782b51b4a942aa0150a9e7a65197dac32e9108c74f26f8f88fe7a91efa6"
"239";"NOT_WINNER";"168";"@jennaypol78l";"@jenndua";"0x8c7b...d4db";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|168|@jennaypol78l|@jenndua|0x8c7b...d4db";"ae22ba803284f93daed9085d3b90b5c51f132bc92ffa69471ce0567bdc6df32f"
"240";"NOT_WINNER";"165";"@kajeeshha";"@revallynkajesha";"0x86fc...4d93";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|165|@kajeeshha|@revallynkajesha|0x86fc...4d93";"ae3bb612bf92de540e7724d07a67daf95535ec346c3bca882b5dbd3b6a2a1930"
"241";"NOT_WINNER";"92";"@jcannadie";"@happyoml";"0x345f...46b6";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|92|@jcannadie|@happyoml|0x345f...46b6";"aee461786d7669758d718ecdaf692c4dc5732f047889b11824d14ab1bdf7a25b"
"242";"NOT_WINNER";"217";"@siffayuuuaf";"@yuanasiffa";"0x6f3b...ce5c";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|217|@siffayuuuaf|@yuanasiffa|0x6f3b...ce5c";"b09abad98386d8a0fdbdbf80db636dedec57da3ed0ecb165b5e5937c2dfd4215"
"243";"NOT_WINNER";"54";"@onefood98";"@shahinmiah450";"0xa73b...9e36";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|54|@onefood98|@shahinmiah450|0xa73b...9e36";"b113b6203a5c4fd7b451a59127774a1bd07f5dbd182e48af5d0f135f9ace864b"
"244";"NOT_WINNER";"259";"@poskani";"@manopokesya";"0x9dcd...f412";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|259|@poskani|@manopokesya|0x9dcd...f412";"b1aaf35bfcc0c1ebfe5bb03788c27fc20dcb69f26314a1e32b7a8463c41110af"
"245";"NOT_WINNER";"267";"@deaalenka";"@deaalenka";"0xb3e3...efea";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|267|@deaalenka|@deaalenka|0xb3e3...efea";"b1da14fa5281f01bf3ef2c3c3eb2d34bd76660e022b9b8640abd23736c274be3"
"246";"NOT_WINNER";"164";"@nurrahmon";"@mdnuras";"0xafbc...5f33";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|164|@nurrahmon|@mdnuras|0xafbc...5f33";"b26a2d7f6cba92025ddc9ae7a2a46d4251f831f6e607c85e8072dffff30a8e23"
"247";"NOT_WINNER";"160";"@kellzya15";"@kellysatu";"0x680f...38f3";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|160|@kellzya15|@kellysatu|0x680f...38f3";"b29b3807b397aa977e77278396fa8085229cdf0aafa3cb0eb5005f51ff506df1"
"248";"NOT_WINNER";"178";"@hespitina38";"@hestiwsa";"0x2125...f8a5";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|178|@hespitina38|@hestiwsa|0x2125...f8a5";"b31f65a6660c609fba73d1113072817e5445ef7d3381d2569b3e2d0a1d98be06"
"249";"NOT_WINNER";"99";"@macd1148";"@godson1313vayla";"0x32cf...b2e3";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|99|@macd1148|@godson1313vayla|0x32cf...b2e3";"b3ab681230c514e7c708e9f45e21671fb45386611bbc596b14893e1359aeab77"
"250";"NOT_WINNER";"204";"@olovevvlyy";"@mellaloveely";"0x5146...7e25";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|204|@olovevvlyy|@mellaloveely|0x5146...7e25";"b3da6824aec8f8eb0928722320ddd354633cda65db0a63e4d4a3d1767ddfb476"
"251";"NOT_WINNER";"72";"@ngoziachoro";"@ngoble";"0x89e8...845b";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|72|@ngoziachoro|@ngoble|0x89e8...845b";"b49270c6baed216460baaa31f373320efcd5e07d765ca486f2d5ed3c85dcb20e"
"252";"NOT_WINNER";"136";"@kelv_evox";"@kelvey01";"0xd696...c0fc";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|136|@kelv_evox|@kelvey01|0xd696...c0fc";"b56dc22b4811988df56eb040037e53d7245d27d1b39959f6082606ecdee2dc1a"
"253";"NOT_WINNER";"107";"@myrtliciousdvo";"@xyz_shadow";"0x6d08...d70b";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|107|@myrtliciousdvo|@xyz_shadow|0x6d08...d70b";"b905f2c2a19c1e832b718772d63568880f92e5589a00399dbeb3c5933d15f873"
"254";"NOT_WINNER";"127";"@oluwafejosh";"@sundae_cnft";"0x1bfd...c017";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|127|@oluwafejosh|@sundae_cnft|0x1bfd...c017";"bad4406e4c8b17195eea67d332f42eef9971736fab6a9cc32615d4427507ea72"
"255";"NOT_WINNER";"4";"@rafeprox1";"@abcdrfeone";"0x875e...971b";"OK";"0x8826cb4f8553f7cb568fe1969e7951ed26e327ffadde0d70808bfd1976d5738f|4|@rafeprox1|@abcdrfeone|0x875e...971b";"bb1333b0c39fc1d27609434760147a219b1528fa6a92e5d6c419e2eb6384e417"
